hipparcos_id,ra_deg,dec_deg,mag,hp_mag
1,0.00091185,1.08901332,9.1,9.2043
2,0.00379738,-19.49883738,9.27,9.4017
3,0.00500794,38.85928608,6.61,6.6081
4,0.00838188,-51.89354611,8.06,8.1498
5,0.00996502,-40.59122445,8.55,8.7077
6,0.01814086,3.94648811,12.31,12.4488
7,0.02254892,20.03660198,9.64,9.6795
8,0.02729175,25.8864746,9.05,8.5522
9,0.03534194,36.58593769,8.59,8.7534
10,0.03625296,-50.86707363,8.59,8.6994
11,0.03729667,46.94000168,7.34,7.3777
12,0.0409171,-35.96022486,8.43,8.5598
13,0.04167955,-22.5946807,8.8,8.9707
14,0.04827227,-0.36042124,7.25,7.4195
15,0.05030895,50.79117364,8.6,8.7669
16,0.0514082,-54.91412791,11.71,11.8279
17,0.05109973,-40.1923284,8.15,8.2405
18,0.05313977,-4.05373774,11.03,11.0625
19,0.0533169,38.30408633,6.53,6.689
20,0.06295067,23.52928427,8.51,8.6208
21,0.06623581,8.0072343,7.55,7.6923
22,0.0701356,-49.35226674,8.69,8.8563
23,0.07442973,13.31221097,7.57,7.6626
24,0.07604978,-23.45274895,9.05,9.1657
25,0.07936602,-44.2902973,6.28,6.4211
26,0.08434569,-13.39329701,9.13,9.2438
27,0.0854697,-41.29753703,9.32,9.4598
28,0.08724907,-43.36179957,8.83,8.9385
29,0.09213091,-49.10795504,9.14,9.3109
30,0.09613579,42.14149904,8.26,8.3069
31,0.09809386,2.67547771,7.63,7.7648
32,0.0985835,51.93949039,9.09,9.1042
33,0.09918059,-10.46245437,8.1,8.2076
34,0.09946987,26.9182382,6.43,6.5466
35,0.10256035,-14.49048082,9.07,9.2353
36,0.10327569,12.26709311,7.68,7.8503
37,0.10535182,-47.17958398,10.44,10.5345
38,0.11104675,-79.06183132,8.65,8.7854
39,0.11186159,-16.69693029,7.46,7.5669
40,0.12196734,67.21679288,10.61,10.336
41,0.11656332,54.30223767,8.7,8.7201
42,0.12538683,25.84478043,8.2,8.291
43,0.12908906,59.55973786,6.18,6.3456
44,0.13272256,-3.30636198,7.91,8.0825
45,0.13420449,-72.20271049,9.59,9.7391
46,0.13454438,-25.62225296,8.57,8.735
47,0.13519194,-56.8352479,10.78,10.8416
48,0.13522244,-40.69044667,7.31,7.4752
49,0.13950054,16.66903174,9.53,9.6309
50,0.14287042,-53.09766266,6.49,6.6231
51,0.14339161,1.06619771,8.94,9.1049
52,0.14665841,-77.02014072,8.56,8.6228
53,0.14738951,-29.26338267,10.96,11.1006
54,0.15165521,17.96895565,10.57,10.6972
55,0.15783359,-66.68310342,7.4,7.5159
56,0.16283199,0.22293901,8.12,8.2798
57,0.16828521,-69.67580052,8.27,8.4078
58,0.1737634,62.17600478,7.05,7.1625
59,0.17444771,55.72246266,9.09,9.1257
60,0.17542337,-64.46582509,8.34,8.4336
61,0.17615727,53.82218618,8.86,9.0314
62,0.17996161,-45.42272674,8.27,8.4354
63,0.18174967,45.253333,6.36,6.3484
64,0.18458842,-27.90754614,8.08,8.2463
65,0.1879752,-54.83034067,11.0,11.1288
66,0.18854843,-72.3182493,8.55,8.6404
67,0.19910112,23.53824879,7.83,7.9346
68,0.20063619,16.98896452,8.79,8.9324
69,0.20137182,30.39589287,8.33,8.3785
70,0.20280422,36.77763521,10.42,10.587
71,0.20709876,36.78015289,8.26,8.4174
72,0.21946967,-12.82867036,8.97,9.1074
73,0.22045757,66.8479668,6.9,7.0364
74,0.22187285,35.75272203,9.93,10.0824
75,0.22316183,-50.44646501,7.42,7.5402
76,0.22821972,32.82567444,9.03,9.0913
77,0.23052139,-30.06417338,8.41,8.4315
78,0.23231254,17.86784161,8.06,8.2267
79,0.23572302,35.31675383,8.69,8.8073
80,0.2417926,-11.82353722,8.4,8.5253
81,0.24386383,-4.93211474,8.57,8.7088
82,0.24803154,-10.93580533,9.5,9.6307
83,0.24808099,52.08056419,8.85,8.9461
84,0.25180707,27.88634408,9.61,9.7503
85,0.25600736,-24.7140488,10.62,10.6983
86,0.26038257,69.60349835,8.05,8.0655
87,0.26151521,-5.83497566,7.8,7.9001
88,0.26915945,-48.80985914,5.71,5.869
89,0.277152,53.16694228,7.87,7.985
90,0.27999982,-41.88742966,7.64,7.7519
91,0.28056826,-5.87433286,7.66,7.8145
92,0.29062551,-20.70558656,8.68,8.8386
93,0.29222272,-0.07592028,8.12,8.2479
94,0.29485325,-32.75680558,10.1,10.2385
95,0.30203913,-11.96400033,8.67,8.7811
96,0.30489044,13.97474772,10.46,10.6082
97,0.30733353,-21.40404519,9.48,9.5922
98,0.30717812,-52.79857939,9.87,9.989
99,0.31601649,60.35529784,7.04,6.9749
100,0.3164515,19.74131642,8.44,8.6023
101,0.31976217,-47.79382997,9.88,9.9922
102,0.32043181,-41.4873558,7.05,7.1563
103,0.32214405,-68.37102957,8.29,8.4078
104,0.32673649,-31.89961662,9.34,9.4615
105,0.32784406,70.92895776,7.73,7.8284
106,0.33016475,49.98158502,6.22,6.3864
107,0.33380178,-50.33739916,5.53,5.6243
108,0.33655433,-70.12530742,8.53,8.6842
109,0.34660183,6.79149105,7.23,7.3153
110,0.34870771,39.61081792,8.61,8.7231
111,0.34908706,34.28185976,11.28,11.4075
112,0.35691666,-16.94782658,10.76,10.8532
113,0.36562069,49.01041103,8.93,8.9466
114,0.37167619,30.73587915,7.95,8.06
115,0.3725964,-62.92315771,7.46,7.5117
116,0.37539356,-33.79270443,8.6,8.6976
117,0.38040789,-72.6059036,8.55,8.7178
118,0.38648582,-9.43003594,9.2,9.3268
119,0.39020244,44.67544597,6.82,6.9834
120,0.39598868,-45.34468886,8.29,8.4576
121,0.39647666,28.4237744,6.83,6.9957
122,0.39937881,-77.06529443,4.78,4.9354
123,0.40024163,72.23660635,7.21,7.379
124,0.40424529,61.2228039,5.58,5.6725
125,0.40473201,-39.33667979,8.7,8.7833
126,0.40873325,14.63230678,8.06,8.225
127,0.41208733,-48.9351609,10.86,11.0007
128,0.41376507,73.61187653,6.5,6.5638
129,0.41560209,5.37275067,9.32,9.446
130,0.41825263,-30.692507,9.14,9.2966
131,0.41994224,62.01815069,8.13,8.1954
132,0.42200521,-34.6535077,10.62,10.7028
133,0.42336875,-40.14866591,6.62,6.7434
134,0.42514063,-1.13997214,9.96,10.03
135,0.42674601,-0.21749939,8.64,8.7706
136,0.42864222,24.25318096,6.6,6.7635
137,0.43268934,42.3671483,6.25,6.2437
138,0.43720405,-16.53172124,7.83,8.0006
139,0.44529191,67.50697637,10.03,10.1512
140,0.4526742,-68.10481117,9.04,9.1634
141,0.45342952,36.35034545,8.47,8.6143
142,0.45374905,66.30600226,7.33,7.4726
143,0.45518189,21.46213748,10.35,10.4567
144,0.45508998,76.17561125,8.66,8.8026
145,0.45598909,-3.02747915,5.13,5.0831
146,0.45619187,-25.79769517,8.96,9.0492
147,0.46604353,21.02624868,8.49,8.6115
148,0.47879296,15.52852845,8.15,8.2766
149,0.47868476,26.00557727,11.26,11.3715
150,0.48036527,-37.22984387,7.04,7.211
151,0.48458256,-41.61373673,7.78,7.8718
152,0.48445284,-28.13095548,10.02,10.1237
153,0.48454514,12.65495314,8.9,9.0038
154,0.48996493,-6.01397145,4.37,4.412
155,0.49113876,46.2691629,9.93,10.0092
156,0.4968848,63.35784574,8.6,8.6265
157,0.50032725,-5.21399713,8.51,8.6681
158,0.50047149,-37.90179029,7.09,7.2519
159,0.51081121,-2.76616337,6.93,7.009
160,0.51171483,-69.26920716,8.68,8.6699
161,0.51248022,33.6959904,8.98,9.1048
162,0.51336756,27.11861959,9.84,9.9701
163,0.51714277,-30.68523477,8.98,9.0205
164,0.51857843,59.94001202,7.98,8.14
165,0.51974507,-22.32747042,10.16,10.2635
166,0.52152655,-56.51490167,8.86,8.997
167,0.52780725,39.1832135,8.58,8.6055
168,0.53352211,-2.81984558,9.56,9.7303
169,0.53502147,-68.28020623,9.24,9.3369
170,0.53767763,-20.87164218,9.63,9.7406
171,0.54018854,27.08448917,5.8,5.8735
172,0.54288095,67.40895635,9.05,9.2041
173,0.54959938,47.57722223,8.45,8.5172
174,0.55156666,59.96533825,8.86,9.0247
175,0.55243597,49.77113898,7.84,7.9969
176,0.55333448,44.42827744,8.86,8.9785
177,0.56020422,-11.96434736,8.93,8.9846
178,0.56779596,-27.13517299,7.97,8.0951
179,0.56886216,-13.40751571,6.9,7.0259
180,0.57090236,-9.17489489,8.47,8.6374
181,0.57381664,60.70319449,6.77,6.796
182,0.58116835,52.58643707,8.55,8.7103
183,0.58297533,-29.72044838,5.04,4.9895
184,0.58977573,11.00634092,8.48,8.62
185,0.59015022,10.78564395,8.53,8.6444
186,0.60069765,8.95683357,6.33,6.3912
187,0.60211392,-6.05918192,8.99,9.0992
188,0.60250408,6.33313671,8.64,8.7493
189,0.60528709,54.13515732,9.55,9.6208
190,0.60555599,10.77665181,8.74,8.8555
191,0.61228757,-46.02884117,12.43,12.6969
192,0.61983124,8.39393025,8.16,8.3264
193,0.62164019,-39.21249916,9.46,9.6224
194,0.62398923,8.4855784,5.7,5.7806
195,0.62573718,47.42295965,7.62,7.7337
196,0.62700435,51.82997949,8.95,9.0616
197,0.63232911,42.14779896,8.97,9.1315
198,0.6326958,15.33519009,8.94,9.0108
199,0.63503233,16.25655092,7.24,7.2682
200,0.63546372,-33.99267216,10.32,10.4003
201,0.63931416,18.68336439,8.24,8.3428
202,0.6417342,54.55216095,8.62,8.6895
203,0.64222924,-15.83126957,9.18,9.3429
204,0.64508431,-43.94791323,8.53,8.6903
205,0.64571089,-5.18664436,8.54,8.6326
206,0.64684023,18.83599583,8.56,8.6621
207,0.65034381,66.09896232,5.87,6.0384
208,0.64992944,-67.63428119,9.41,9.5725
209,0.66015569,66.10038117,7.2,7.3013
210,0.66214851,-8.48794366,9.05,9.1827
211,0.66317885,-37.94768057,9.52,9.6688
212,0.6634429,-29.07525134,10.24,10.3113
213,0.66686325,51.47241286,7.7,7.8636
214,0.669173,28.54222157,8.17,8.2428
215,0.67449048,75.0361935,9.26,9.2965
216,0.6769224,42.9206916,7.94,7.954
217,0.67441582,82.97320956,7.29,7.3384
218,0.6797499,-57.63363088,8.42,8.5823
219,0.6902294,6.0344524,8.56,8.6941
220,0.6917394,35.8154728,7.52,7.573
221,0.69321359,80.28224139,7.74,7.788
222,0.69448037,-40.98317976,8.85,9.0207
223,0.69641122,2.13037637,7.17,7.2894
224,0.696252,3.86040502,9.01,9.1789
225,0.70006381,-15.04053138,9.04,9.1436
226,0.70031217,-24.94525466,10.3,10.5291
227,0.70411904,80.28651424,9.86,9.9156
228,0.7101521,28.25189136,7.64,7.7548
229,0.71393422,47.25228028,8.27,8.3179
230,0.71569533,30.3365158,8.44,8.5372
231,0.72341366,-58.78139081,9.58,9.6924
232,0.73006117,-30.14977983,8.43,8.4408
233,0.73197578,71.3585433,8.49,8.6593
234,0.73358028,70.23800777,9.64,9.7232
235,0.73646748,71.36804434,9.17,9.338
236,0.73781682,-0.8938298,8.09,8.2501
237,0.73911205,-39.5273225,9.0,9.159
238,0.73927406,-20.04607413,6.25,6.3687
239,0.74317394,3.38193742,8.56,8.6684
240,0.74376836,9.79522011,10.81,10.9356
241,0.75196687,9.13829705,8.76,8.9224
242,0.75216641,-34.74405042,7.76,7.92
243,0.75337709,-60.6918946,7.82,7.9821
244,0.75886471,39.99515227,7.9,8.0413
245,0.76358191,-7.81552581,8.52,8.6829
246,0.76368755,56.7331843,9.73,9.8942
247,0.76552829,8.26141356,9.19,9.2898
248,0.7657512,8.27080456,8.1,8.1813
249,0.77419622,31.87010307,8.75,8.873
250,0.77431725,52.46516811,8.14,8.3196
251,0.77540549,-25.26104875,8.65,8.802
252,0.77959097,29.48598283,10.3,10.4711
253,0.78257286,-24.14513781,6.46,6.6213
254,0.78466953,42.747917,6.73,6.75
255,0.7945237,-24.58828781,7.96,8.0649
256,0.79659503,54.51584356,9.53,9.6346
257,0.8030147,-31.21239376,8.87,8.9076
258,0.80532808,17.55239671,6.59,6.7616
259,0.80590407,48.72233888,8.65,8.7788
260,0.81709597,-55.40508859,9.64,9.7379
261,0.82050197,-23.61534547,9.15,9.2118
262,0.82579608,32.84586928,9.04,9.1337
263,0.82923743,4.68713522,12.04,12.126
264,0.83207884,38.24401534,8.42,8.59
265,0.83539318,-64.47608069,9.06,9.1702
266,0.83535974,-11.94521013,8.09,8.2587
267,0.83541134,-4.14573021,8.09,8.1794
268,0.84180549,59.07861172,8.18,8.3086
269,0.84205201,23.57504994,8.77,8.9371
270,0.85005645,73.17449071,7.36,7.4145
271,0.85277154,-35.9651736,9.16,9.2341
272,0.85551678,-26.41518293,8.82,8.9823
273,0.85687046,-46.83096969,11.14,11.1931
274,0.85715514,63.64052497,6.24,6.3325
275,0.85767539,-29.00061375,9.44,9.5343
276,0.85791191,20.66591795,7.49,7.6193
277,0.85927878,-36.25120501,6.96,7.0474
278,0.86311874,55.5509022,7.94,7.943
279,0.86377527,62.35780414,8.69,8.7318
280,0.86626662,53.31270067,8.15,8.1955
281,0.87618691,55.05995064,8.45,8.5321
282,0.87642738,19.38157151,7.92,8.0651
283,0.87715563,12.35682884,7.45,7.533
284,0.87833805,-65.82756637,9.01,9.1727
285,0.88067347,-35.60222337,8.55,8.7111
286,0.88130224,78.71780725,9.23,9.3932
287,0.88580496,-13.22726545,9.16,9.261
288,0.88875921,42.35221972,7.9,8.0688
289,0.90235859,-51.80908776,8.68,8.8429
290,0.90411391,-31.09403258,7.78,7.8974
291,0.90454392,-28.41713524,8.21,8.1624
292,0.90870601,70.30603298,8.11,8.1182
293,0.91590017,-57.16443899,8.29,8.4013
294,0.91715625,3.90700444,7.89,7.9774
295,0.91866486,-41.09585608,9.67,9.7755
296,0.92207775,-28.3958482,8.24,8.4018
297,0.9244446,48.43692683,6.8,6.825
298,0.92695552,13.36518976,8.18,8.3478
299,0.93377178,-63.60066148,8.44,8.5569
300,0.93490874,42.02349782,7.45,7.5245
301,0.93488525,-17.33596994,4.55,4.5366
302,0.96511472,66.71220286,6.31,6.3544
303,0.96915935,57.3782771,8.15,8.2242
304,0.96979544,22.29607182,8.27,8.3189
305,0.97206226,-28.39376962,7.66,7.8093
306,0.97474115,-57.83035729,8.59,8.7158
307,0.97971144,-42.55949925,11.55,11.7029
308,0.98353984,14.37891688,7.09,7.1696
309,0.98590845,-45.28859742,8.54,8.6045
310,0.98741061,-43.19150342,9.58,9.7175
311,0.98758898,36.97021185,8.44,8.5403
312,0.98959801,61.10364176,8.59,8.695
313,0.99110238,-48.12518724,8.01,8.1114
314,0.99172684,20.95381935,8.29,8.4068
315,0.9922089,-71.27863481,9.62,9.7543
316,1.00099705,12.14583366,7.26,7.2951
317,1.0025332,-80.39506984,7.91,7.9968
318,1.00967519,-38.59474902,9.45,9.6248
319,1.01581805,62.22195137,8.19,8.2698
320,1.02126805,-16.99764023,12.14,12.2227
321,1.03267088,-25.89254961,8.93,9.0632
322,1.03517446,56.92100471,7.65,7.816
323,1.04272813,49.8702074,7.38,7.5413
324,1.04254358,17.43668364,8.53,8.6374
325,1.0436274,39.12012581,8.56,8.6937
326,1.04484036,11.26438627,8.76,8.8639
327,1.04616157,-4.92610714,9.56,9.658
328,1.04953031,-30.13491797,7.09,7.0614
329,1.05137413,-10.14127919,9.83,9.9799
330,1.05693208,62.28766468,5.9,5.9712
331,1.05951168,-26.95235139,10.8,10.9581
332,1.06083426,-34.41465355,8.41,8.5316
333,1.06304775,-17.42485077,9.05,9.1083
334,1.06385883,60.15501921,8.79,8.8232
335,1.06601844,14.0816231,8.88,8.9486
336,1.06656721,65.15296136,7.59,7.661
337,1.06725505,-25.91498937,9.6,9.7402
338,1.06734882,66.34913866,10.66,10.7955
339,1.06871406,-59.3151806,8.55,8.5857
340,1.07383319,-43.98832615,8.11,8.2193
341,1.07749813,-23.25395215,9.44,9.6157
342,1.07898316,-20.56874502,9.6,9.7163
343,1.0823396,-16.52888977,5.78,5.9562
344,1.08364747,40.10995532,10.66,10.1776
345,1.08457416,-29.26883034,6.38,6.3909
346,1.08780786,-53.90948275,8.8,8.9692
347,1.0886996,54.27460171,7.79,7.7637
348,1.08880029,12.95705505,8.6,8.7287
349,1.09539405,-29.38157912,7.77,7.7553
350,1.09930908,-57.3228748,10.37,10.5387
351,1.10262244,-47.0681297,9.8,9.9436
352,1.11010196,58.06878257,10.42,10.5555
353,1.11103132,-44.56734254,11.63,11.7882
354,1.12334296,51.82930457,9.22,9.3853
355,1.12550974,-10.50949437,4.99,5.0996
356,1.12570193,-6.96533725,8.43,8.5536
357,1.12719359,-72.89722079,7.33,7.4271
358,1.13935894,-76.34653418,8.93,9.0957
359,1.14426873,-76.87353697,9.09,9.2227
360,1.14551259,71.96854259,9.26,9.4249
361,1.14779966,-71.69499867,8.73,8.8943
362,1.15064387,-19.43786313,9.18,9.3476
363,1.15170952,43.55131852,8.12,8.1265
364,1.15203547,-15.88920131,9.26,9.4297
365,1.15248328,42.09256177,6.11,6.1627
366,1.15246765,-31.16905092,8.94,9.0993
367,1.15561511,-81.34531888,9.13,9.1961
368,1.1560758,2.93722438,7.9,8.0579
369,1.15890709,29.72229654,9.34,9.5049
370,1.15940291,-51.58336448,7.13,7.2944
371,1.16032912,-50.03593826,10.82,11.0002
372,1.16559566,-70.40421664,7.46,7.6262
373,1.1659799,-8.18490635,8.72,8.8429
374,1.16704516,34.26519771,7.02,7.1831
375,1.16728922,34.27150096,9.08,9.2171
376,1.17156393,6.52258507,8.37,8.5323
377,1.17188754,-71.43685826,5.59,5.5635
378,1.17191892,14.96533592,7.37,7.4635
379,1.17432274,67.16638779,5.68,5.8511
380,1.17796305,17.06977977,8.56,8.7147
381,1.18518648,51.53385063,8.72,8.7267
382,1.18816309,-32.36102303,9.06,9.1456
383,1.18887199,0.05649079,8.82,8.9174
384,1.19286153,1.53694141,8.18,8.2711
385,1.1951545,38.1738262,9.39,9.4801
386,1.203948,68.18869742,9.1,9.2334
387,1.20814112,38.78622406,8.46,8.5858
388,1.21025759,6.41668154,9.15,9.2418
389,1.21171081,-29.6330463,8.28,8.2934
390,1.211753,50.23487697,11.67,11.8133
391,1.21196045,43.97079046,8.18,8.2768
392,1.21651492,30.08593163,7.93,8.0328
393,1.2182714,51.9825716,9.21,9.3745
394,1.2217286,34.65955197,6.09,6.2283
395,1.22216236,-30.25661327,8.31,8.3279
396,1.22460635,-31.9966026,7.83,7.9866
397,1.22530063,52.24894116,8.72,8.7515
398,1.22902679,58.53217419,6.61,6.621
399,1.23302973,26.64879959,6.25,6.3941
400,1.23366037,23.26964763,7.82,7.9628
401,1.23422598,56.05695921,8.66,8.7733
402,1.23494325,64.78140785,8.15,8.2509
403,1.23720388,-18.17850332,8.97,9.1099
404,1.23961753,45.67395218,7.47,7.5396
405,1.23950977,51.18064913,8.15,8.3105
406,1.24392451,26.72525614,8.63,8.7057
407,1.24427483,-70.21220715,8.13,8.2684
408,1.24502659,57.46874692,8.23,8.3905
409,1.246089,-70.49241595,8.41,8.5093
410,1.2547263,27.67479969,6.47,6.631
411,1.2566333,33.36001207,9.83,9.9441
412,1.25755832,66.51679006,8.64,8.7557
413,1.26034147,-36.01527324,7.73,7.8562
414,1.26224762,-59.82810463,8.64,8.7954
415,1.26379797,9.28002805,8.94,9.0345
416,1.26440104,1.03782843,8.84,8.9812
417,1.26581887,-0.50290549,6.32,6.4798
418,1.27555237,61.31396451,5.8,5.7814
419,1.27871135,-42.56781673,8.97,9.1121
420,1.28166776,-52.15142336,7.53,7.6563
422,1.28675831,67.84002106,7.41,7.5643
423,1.28858838,30.32911471,7.8,7.8705
424,1.29075316,45.22907895,6.71,6.7214
425,1.29047823,-62.84527091,8.14,8.262
426,1.29174394,30.33131179,9.37,9.5468
427,1.29143899,-43.8508335,8.73,8.9004
428,1.29233673,45.78693444,9.95,9.9952
429,1.29232646,2.3973106,8.69,8.8273
430,1.29294286,-32.46851147,7.1,7.27
431,1.30198531,36.30368113,8.09,8.2011
432,1.30417861,35.57110322,6.88,6.9403
433,1.31190926,3.00739796,9.48,9.6425
434,1.31348876,-27.27160839,9.04,9.1658
435,1.31357533,-49.1422147,9.3,9.4164
436,1.32445335,-67.83122666,8.49,8.6045
437,1.32451315,48.47719523,8.3,8.4654
438,1.32686612,-1.7941213,7.95,8.115
439,1.33455554,-37.35168099,8.56,8.6181
440,1.33276908,68.88440928,7.08,7.0837
441,1.33296721,-38.85723116,6.93,7.0931
442,1.33346232,-21.31530267,8.38,8.3696
443,1.33394067,-5.70783238,4.61,4.7803
444,1.33660237,-59.81448692,8.78,8.9482
445,1.34012182,-56.95562043,7.42,7.4839
446,1.34229862,-79.25391271,7.71,7.8761
447,1.34190006,8.78795367,8.26,8.3958
448,1.34271261,3.60610704,6.91,7.0756
449,1.34474049,-33.49941413,9.16,9.3116
450,1.34994831,28.54375151,8.99,9.1522
451,1.3511624,16.32907713,8.63,8.7366
452,1.35565947,21.56940262,9.9,10.0333
453,1.35611974,-3.85159545,7.59,7.7528
454,1.36004456,-14.42209198,7.39,7.5557
455,1.36474691,76.29156242,11.99,12.1527
456,1.36543216,-37.30254153,7.78,7.9465
457,1.36678836,-42.88738396,7.47,7.4864
458,1.36762572,-7.66532824,6.97,7.1053
459,1.3681332,-61.22566463,8.82,8.9574
460,1.36976487,22.22467473,9.13,9.2698
461,1.37106794,34.10565599,7.86,7.9647
462,1.37961794,-9.6172971,7.13,7.2311
463,1.38325809,-35.12972761,9.45,9.614
464,1.38388307,-31.96763778,12.04,12.4598
465,1.39092611,76.28582624,8.78,8.8982
466,1.39547607,53.17169558,7.23,7.3999
467,1.39643731,-47.56931849,9.73,9.8664
468,1.39896203,-61.30989486,7.36,7.5228
469,1.40103097,-51.26045605,7.36,7.4924
470,1.40397114,43.4014361,8.47,8.4066
471,1.41190994,-58.2895197,9.37,9.483
472,1.41549759,55.70990236,6.99,7.1505
473,1.41782131,45.81245486,8.2,8.2899
474,1.4201991,44.46868663,8.36,8.4357
475,1.42333262,58.3136555,8.22,8.3514
476,1.42473245,13.39628233,5.55,5.7076
477,1.42893462,-29.96063445,9.91,10.003
478,1.42927234,-22.50977022,9.67,9.78
479,1.43020253,25.61517185,10.07,10.2344
480,1.43016923,-15.36550201,8.6,8.7667
481,1.43360326,-36.77845591,10.15,10.2824
482,1.43504555,17.84032657,7.75,7.8273
483,1.43904106,81.07146915,9.21,9.2515
484,1.44169174,-19.66981233,9.66,9.7977
485,1.44778008,47.08729389,8.47,8.495
486,1.45705267,-52.82009981,9.37,9.4799
487,1.46241633,78.7384094,9.44,9.5695
488,1.46256603,-68.55128847,9.99,10.1214
489,1.46611179,2.76462724,10.38,10.5277
490,1.46861706,-41.75288206,7.51,7.6375
491,1.46996959,12.52743983,8.91,9.0812
492,1.47853223,-14.43272898,9.57,9.6904
493,1.47850539,18.23536679,7.45,7.5793
494,1.47971336,-68.8116275,8.99,9.1141
495,1.48151423,18.07622549,8.58,8.7243
496,1.48628746,24.56904601,6.9,7.0181
497,1.48768962,49.62234813,7.55,7.6243
498,1.49280837,44.73937975,7.93,7.9965
499,1.49565641,-54.64056973,9.71,9.87
500,1.50012244,-48.67872927,9.57,9.6593
501,1.50054702,-39.13751717,8.55,8.6969
502,1.50224258,28.27696053,6.62,6.7361
503,1.50439493,16.45207968,7.89,8.0309
504,1.51336418,24.91664101,7.51,7.6749
505,1.51413867,63.67965858,7.36,7.412
506,1.51463812,53.27691504,8.66,8.6561
507,1.51738442,-84.09820804,8.51,8.6327
508,1.51773155,40.41853619,6.65,6.8123
509,1.52168209,-31.44433803,9.67,9.8044
510,1.53342702,9.71496472,7.8,7.9035
511,1.53351538,0.12143784,8.21,8.3757
512,1.53776643,-29.15139059,7.9,7.9031
513,1.54747716,87.8893855,8.94,9.1035
514,1.54892865,-23.53856551,9.82,9.9412
515,1.5548306,-1.88705117,8.69,8.798
516,1.55910641,-32.81635332,8.57,8.6055
517,1.56378603,-55.4986965,8.89,8.9904
518,1.56474412,58.43668987,5.98,6.1061
519,1.57001019,-64.24051476,7.92,8.0208
520,1.57055092,-10.77846994,7.6,7.5951
521,1.57776009,-1.2380176,8.22,8.3805
522,1.57776313,-49.07509412,5.7,5.8163
523,1.57876144,-65.83919647,12.17,12.2166
524,1.58300768,-12.01719849,8.75,8.8538
525,1.58393379,40.8987196,6.93,7.0996
526,1.58409644,60.45712245,7.97,8.0392
527,1.58654997,68.63612328,8.06,8.2037
528,1.59090849,-24.60254996,10.13,10.2554
529,1.60400493,-18.0382567,7.31,7.4051
530,1.60817875,42.75275843,8.35,8.4839
531,1.61052837,64.19616866,5.57,5.5684
532,1.61191985,-74.40111176,9.85,9.9841
533,1.61287407,-16.73761163,9.16,9.3302
534,1.61464386,-52.93312682,9.03,9.1846
535,1.61846737,-43.62772187,10.07,10.2166
536,1.62196812,27.09013477,9.76,9.2727
537,1.63047994,-21.50128389,9.35,9.444
538,1.63200343,5.82530091,10.95,11.1132
539,1.64150292,43.78227454,8.87,8.9635
540,1.64810707,28.55343687,6.68,6.8498
541,1.64849521,-47.584744,9.69,9.8195
542,1.64950898,56.51450029,8.05,8.0913
543,1.65072579,-25.29566595,10.3,10.3994
544,1.6522111,29.02193534,6.07,6.2093
545,1.6603198,33.65427133,8.51,8.6756
546,1.66184327,-36.08467595,7.71,7.8793
547,1.66505844,-24.62067177,8.56,8.676
548,1.6669628,70.16926523,8.26,8.4245
549,1.67070664,65.58769967,11.55,11.6355
550,1.67432671,56.32466443,8.62,8.6711
551,1.6826357,8.65733722,10.92,11.0756
552,1.68869445,-6.26131878,10.51,10.6531
553,1.69021313,-21.09148219,9.83,9.8381
554,1.69303324,-13.74868733,9.84,9.9977
555,1.69415315,10.06899216,9.74,9.8475
556,1.69557466,-4.34981174,8.21,8.3312
557,1.69574057,23.49381554,8.72,8.8153
558,1.69676004,-70.58944048,8.03,8.1454
559,1.6998243,44.61284408,9.0,8.9785
560,1.70843592,-23.10742534,6.19,6.275
561,1.70960708,68.16712583,11.79,11.8732
562,1.71097505,20.55974087,8.22,8.383
563,1.71117946,31.13044854,7.93,8.096
564,1.71380391,-45.86393233,10.18,10.3191
565,1.7180168,1.86101142,8.98,9.0997
566,1.71819738,49.38212447,9.13,9.2975
567,1.72206944,-38.87768933,6.91,7.0837
568,1.72236987,-55.16079819,8.79,8.949
569,1.72480376,-3.6257227,8.23,8.3486
570,1.73077051,-30.60851067,12.19,12.0119
571,1.7322656,-30.60308202,10.24,10.3521
572,1.73390195,38.20259973,8.83,8.9998
573,1.73459748,-43.98526997,7.62,7.7801
574,1.74792696,-40.41400641,8.96,9.0627
575,1.74821525,65.53871729,10.41,10.5218
576,1.74865206,53.97486336,8.97,8.9896
577,1.75224397,32.87028506,9.61,9.754
578,1.75830792,22.84448885,8.29,8.3798
579,1.76013088,5.28802856,8.3,8.3312
580,1.76070654,-18.82075633,8.26,8.3645
581,1.76733108,6.87560704,7.44,7.5062
582,1.77282242,62.39273552,9.52,9.5754
583,1.77548516,85.40485202,8.2,8.2782
584,1.7815378,-15.85008555,8.68,8.7833
585,1.78247311,-30.56157436,8.65,8.6909
586,1.78337383,-23.03614094,10.52,10.6315
587,1.7844368,-37.92914186,8.41,8.503
588,1.78467127,14.8237498,9.18,9.2587
589,1.78773818,72.77522495,8.42,8.5062
590,1.79242025,34.85379579,8.86,8.7467
591,1.79591887,46.75702187,7.92,8.0856
592,1.79749055,65.65378912,10.97,11.0447
593,1.8024383,6.2043218,8.85,8.931
594,1.80277981,-60.07079484,9.31,9.3791
595,1.8032391,-22.02767682,10.28,10.3904
596,1.80537434,-76.73091583,7.56,7.6537
597,1.807115,73.21031624,7.88,7.9708
598,1.81025399,20.55571114,7.99,8.1267
599,1.81427474,-41.88961103,8.23,8.3563
